year,month,gov_gop,sen_gop,rep_gop,gov_dem,sen_dem,rep_dem,president
1963,July,16,34,182,34,68,262,dem
1963,August,16,34,182,34,68,262,dem
1963,September,16,34,182,34,68,262,dem
1963,October,16,34,182,34,68,262,dem
1963,November,16,34,182,34,68,262,dem
1963,December,16,34,182,34,68,262,dem
1964,January,16,34,182,34,71,262,dem
1964,February,16,34,182,34,71,262,dem
1964,March,16,34,182,34,71,262,dem
1964,April,16,34,182,34,71,262,dem
1964,May,16,34,182,34,71,262,dem
1964,June,16,34,182,34,71,262,dem
1964,July,16,34,182,34,71,262,dem
1964,August,16,34,182,34,71,262,dem
1964,September,16,34,182,34,71,262,dem
1964,October,16,34,182,34,71,262,dem
1964,November,16,34,182,34,71,262,dem
1964,December,16,34,182,34,71,262,dem
1965,January,17,32,141,33,69,301,dem
1965,February,17,32,141,33,69,301,dem
1965,March,17,32,141,33,69,301,dem
1965,April,17,32,141,33,69,301,dem
1965,May,17,32,141,33,69,301,dem
1965,June,17,32,141,33,69,301,dem
1965,July,17,32,141,33,69,301,dem
1965,August,17,32,141,33,69,301,dem
1965,September,17,32,141,33,69,301,dem
1965,October,17,32,141,33,69,301,dem
1965,November,17,32,141,33,69,301,dem
1965,December,17,32,141,33,69,301,dem
1966,January,18,33,141,33,70,301,dem
1966,February,18,33,141,33,70,301,dem
1966,March,18,33,141,33,70,301,dem
1966,April,18,33,141,33,70,301,dem
1966,May,18,33,141,33,70,301,dem
1966,June,18,33,141,33,70,301,dem
1966,July,18,33,141,33,70,301,dem
1966,August,18,33,141,33,70,301,dem
1966,September,18,33,141,33,70,301,dem
1966,October,18,33,141,33,70,301,dem
1966,November,18,33,141,33,70,301,dem
1966,December,18,33,141,33,70,301,dem
1967,January,25,36,188,27,64,251,dem
1967,February,25,36,188,27,64,251,dem
1967,March,25,36,188,27,64,251,dem
1967,April,25,36,188,27,64,251,dem
1967,May,25,36,188,27,64,251,dem
1967,June,25,36,188,27,64,251,dem
1967,July,25,36,188,27,64,251,dem
1967,August,25,36,188,27,64,251,dem
1967,September,25,36,188,27,64,251,dem
1967,October,25,36,188,27,64,251,dem
1967,November,25,36,188,27,64,251,dem
1967,December,25,36,188,27,64,251,dem
1968,January,26,39,188,26,65,251,dem
1968,February,26,39,188,26,65,251,dem
1968,March,26,39,188,26,65,251,dem
1968,April,26,39,188,26,65,251,dem
1968,May,26,39,188,26,65,251,dem
1968,June,26,39,188,26,65,251,dem
1968,July,26,39,188,26,65,251,dem
1968,August,26,39,188,26,65,251,dem
1968,September,26,39,188,26,65,251,dem
1968,October,26,39,188,26,65,251,dem
1968,November,26,39,188,26,65,251,dem
1968,December,26,39,188,26,65,251,dem
1969,January,31,43,199,22,57,250,gop
1969,February,31,43,199,22,57,250,gop
1969,March,31,43,199,22,57,250,gop
1969,April,31,43,199,22,57,250,gop
1969,May,31,43,199,22,57,250,gop
1969,June,31,43,199,22,57,250,gop
1969,July,31,43,199,22,57,250,gop
1969,August,31,43,199,22,57,250,gop
1969,September,31,43,199,22,57,250,gop
1969,October,31,43,199,22,57,250,gop
1969,November,31,43,199,22,57,250,gop
1969,December,31,43,199,22,57,250,gop
1970,January,32,43,199,20,58,250,gop
1970,February,32,43,199,20,58,250,gop
1970,March,32,43,199,20,58,250,gop
1970,April,32,43,199,20,58,250,gop
1970,May,32,43,199,20,58,250,gop
1970,June,32,43,199,20,58,250,gop
1970,July,32,43,199,20,58,250,gop
1970,August,32,43,199,20,58,250,gop
1970,September,32,43,199,20,58,250,gop
1970,October,32,43,199,20,58,250,gop
1970,November,32,43,199,20,58,250,gop
1970,December,32,43,199,20,58,250,gop
1971,January,21,44,185,30,55,259,gop
1971,February,21,44,185,30,55,259,gop
1971,March,21,44,185,30,55,259,gop
1971,April,21,44,185,30,55,259,gop
1971,May,21,44,185,30,55,259,gop
1971,June,21,44,185,30,55,259,gop
1971,July,21,44,185,30,55,259,gop
1971,August,21,44,185,30,55,259,gop
1971,September,21,44,185,30,55,259,gop
1971,October,21,44,185,30,55,259,gop
1971,November,21,44,185,30,55,259,gop
1971,December,21,44,185,30,55,259,gop
1972,January,20,44,185,31,57,259,gop
1972,February,20,44,185,31,57,259,gop
1972,March,20,44,185,31,57,259,gop
1972,April,20,44,185,31,57,259,gop
1972,May,20,44,185,31,57,259,gop
1972,June,20,44,185,31,57,259,gop
1972,July,20,44,185,31,57,259,gop
1972,August,20,44,185,31,57,259,gop
1972,September,20,44,185,31,57,259,gop
1972,October,20,44,185,31,57,259,gop
1972,November,20,44,185,31,57,259,gop
1972,December,20,44,185,31,57,259,gop
1973,January,19,42,195,32,56,249,gop
1973,February,19,42,195,32,56,249,gop
1973,March,19,42,195,32,56,249,gop
1973,April,19,42,195,32,56,249,gop
1973,May,19,42,195,32,56,249,gop
1973,June,19,42,195,32,56,249,gop
1973,July,19,42,195,32,56,249,gop
1973,August,20,42,195,32,56,249,gop
1973,September,20,42,195,32,56,249,gop
1973,October,20,42,195,32,56,249,gop
1973,November,20,42,195,32,56,249,gop
1973,December,20,42,195,32,56,249,gop
1974,January,18,45,195,34,59,249,gop
1974,February,18,45,195,34,59,249,gop
1974,March,18,45,195,34,59,249,gop
1974,April,18,45,195,34,59,249,gop
1974,May,18,45,195,34,59,249,gop
1974,June,18,45,195,34,59,249,gop
1974,July,18,45,195,34,59,249,gop
1974,August,18,45,195,34,59,249,dem
1974,September,18,45,195,34,59,249,dem
1974,October,18,45,195,34,59,249,dem
1974,November,18,45,195,34,59,249,dem
1974,December,18,45,195,34,59,249,dem
1975,January,13,38,148,37,61,295,gop
1975,February,13,38,148,37,61,295,gop
1975,March,13,38,148,37,61,295,gop
1975,April,13,38,148,37,61,295,gop
1975,May,13,38,148,37,61,295,gop
1975,June,13,38,148,37,61,295,gop
1975,July,13,38,148,37,61,295,gop
1975,August,13,38,148,37,61,295,gop
1975,September,13,38,148,37,61,295,gop
1975,October,13,38,148,37,61,295,gop
1975,November,13,38,148,37,61,295,gop
1975,December,13,38,148,37,61,295,gop
1976,January,13,39,148,37,65,295,gop
1976,February,13,39,148,37,65,295,gop
1976,March,13,39,148,37,65,295,gop
1976,April,13,39,148,37,65,295,gop
1976,May,13,39,148,37,65,295,gop
1976,June,13,39,148,37,65,295,gop
1976,July,13,39,148,37,65,295,gop
1976,August,13,39,148,37,65,295,gop
1976,September,13,39,148,37,65,295,gop
1976,October,13,39,148,37,65,295,gop
1976,November,13,39,148,37,65,295,gop
1976,December,13,39,148,37,65,295,gop
1977,January,12,38,147,38,62,294,dem
1977,February,12,38,147,38,62,294,dem
1977,March,12,38,147,38,62,294,dem
1977,April,12,38,147,38,62,294,dem
1977,May,12,38,147,38,62,294,dem
1977,June,12,38,147,39,62,294,dem
1977,July,12,38,147,40,62,294,dem
1977,August,12,38,147,40,62,294,dem
1977,September,12,38,147,40,62,294,dem
1977,October,12,38,147,40,62,294,dem
1977,November,12,38,147,41,62,294,dem
1977,December,12,38,147,41,62,294,dem
1978,January,12,41,147,38,66,294,dem
1978,February,12,41,147,38,66,294,dem
1978,March,12,41,147,38,66,294,dem
1978,April,12,41,147,38,66,294,dem
1978,May,12,41,147,38,66,294,dem
1978,June,12,41,147,38,66,294,dem
1978,July,12,41,147,38,66,294,dem
1978,August,12,41,147,39,66,294,dem
1978,September,12,41,147,39,66,294,dem
1978,October,12,41,147,39,66,294,dem
1978,November,12,41,147,39,66,294,dem
1978,December,12,41,147,39,66,294,dem
1979,January,19,41,160,32,58,280,dem
1979,February,19,41,160,32,58,280,dem
1979,March,19,41,160,32,58,280,dem
1979,April,19,41,160,32,58,280,dem
1979,May,19,41,160,32,58,280,dem
1979,June,19,41,160,32,58,280,dem
1979,July,19,41,160,32,58,280,dem
1979,August,19,41,160,32,58,280,dem
1979,September,19,41,160,32,58,280,dem
1979,October,19,41,160,32,58,280,dem
1979,November,19,41,160,32,58,280,dem
1979,December,19,41,160,32,58,280,dem
1980,January,19,42,160,32,59,280,dem
1980,February,19,42,160,32,59,280,dem
1980,March,20,42,160,31,59,280,dem
1980,April,20,42,160,31,59,280,dem
1980,May,20,42,160,31,59,280,dem
1980,June,20,42,160,31,59,280,dem
1980,July,20,42,160,31,59,280,dem
1980,August,20,42,160,31,59,280,dem
1980,September,20,42,160,31,59,280,dem
1980,October,20,42,160,31,59,280,dem
1980,November,20,42,160,31,59,280,dem
1980,December,20,42,160,31,59,280,dem
1981,January,24,53,196,27,46,246,gop
1981,February,24,53,196,27,46,246,gop
1981,March,24,53,196,27,46,246,gop
1981,April,24,53,196,27,46,246,gop
1981,May,24,53,196,27,46,246,gop
1981,June,24,53,196,27,46,246,gop
1981,July,24,53,196,27,46,246,gop
1981,August,24,53,196,27,46,246,gop
1981,September,24,53,196,27,46,246,gop
1981,October,24,53,196,27,46,246,gop
1981,November,24,53,196,27,46,246,gop
1981,December,24,53,196,27,46,246,gop
1982,January,24,54,196,27,47,246,gop
1982,February,24,54,196,27,47,246,gop
1982,March,24,54,196,27,47,246,gop
1982,April,24,54,196,27,47,246,gop
1982,May,24,54,196,27,47,246,gop
1982,June,24,54,196,27,47,246,gop
1982,July,24,54,196,27,47,246,gop
1982,August,24,54,196,27,47,246,gop
1982,September,24,54,196,27,47,246,gop
1982,October,24,54,196,27,47,246,gop
1982,November,24,54,196,27,47,246,gop
1982,December,24,54,196,27,47,246,gop
1983,January,16,55,168,34,46,272,gop
1983,February,16,55,168,34,46,272,gop
1983,March,16,55,168,34,46,272,gop
1983,April,16,55,168,34,46,271,gop
1983,May,16,55,168,34,46,271,gop
1983,June,16,55,168,34,46,271,gop
1983,July,16,55,168,34,46,272,gop
1983,August,16,55,168,34,46,272,gop
1983,September,16,55,168,34,46,272,gop
1983,October,16,55,168,34,46,272,gop
1983,November,16,55,168,34,46,272,gop
1983,December,16,55,168,34,46,272,gop
1984,January,16,55,168,34,45,271,gop
1984,February,16,55,168,34,45,271,gop
1984,March,15,55,168,34,45,271,gop
1984,April,15,55,168,34,45,271,gop
1984,May,15,55,168,35,45,271,gop
1984,June,15,55,168,35,45,271,gop
1984,July,15,55,168,35,45,271,gop
1984,August,15,55,168,35,45,271,gop
1984,September,15,55,168,35,45,271,gop
1984,October,15,55,168,35,45,271,gop
1984,November,15,55,168,35,45,271,gop
1984,December,15,55,168,35,45,271,gop
1985,January,16,53,183,34,47,257,gop
1985,February,16,53,183,34,47,257,gop
1985,March,16,53,183,34,47,257,gop
1985,April,16,53,183,34,47,257,gop
1985,May,16,53,183,34,47,257,gop
1985,June,16,53,183,34,47,257,gop
1985,July,16,53,183,34,47,257,gop
1985,August,16,53,183,34,47,257,gop
1985,September,16,53,183,34,47,257,gop
1985,October,16,53,183,34,47,257,gop
1985,November,16,53,183,34,47,257,gop
1985,December,16,53,183,34,47,257,gop
1986,January,16,53,183,34,48,257,gop
1986,February,16,53,183,34,48,257,gop
1986,March,16,53,183,34,48,257,gop
1986,April,16,53,183,34,48,257,gop
1986,May,16,53,183,34,48,257,gop
1986,June,16,53,183,34,48,257,gop
1986,July,16,54,183,34,48,257,gop
1986,August,16,54,183,34,48,257,gop
1986,September,16,54,183,34,48,257,gop
1986,October,16,54,183,34,48,257,gop
1986,November,16,54,183,34,48,257,gop
1986,December,16,54,183,34,48,257,gop
1987,January,24,46,179,27,55,262,gop
1987,February,24,46,179,27,55,262,gop
1987,March,24,46,179,27,55,262,gop
1987,April,24,46,179,27,55,262,gop
1987,May,24,46,179,27,55,262,gop
1987,June,24,46,179,27,55,262,gop
1987,July,24,46,179,27,55,262,gop
1987,August,24,46,179,27,55,262,gop
1987,September,24,46,179,27,55,262,gop
1987,October,24,46,179,27,55,262,gop
1987,November,24,46,179,27,55,262,gop
1987,December,24,46,179,27,55,262,gop
1988,January,24,46,179,28,54,262,gop
1988,February,24,46,179,28,54,262,gop
1988,March,25,46,179,28,54,262,gop
1988,April,24,46,179,28,54,262,gop
1988,May,24,46,179,28,54,262,gop
1988,June,24,46,179,28,54,262,gop
1988,July,24,46,178,28,54,262,gop
1988,August,24,46,178,28,54,262,gop
1988,September,24,46,178,28,54,262,gop
1988,October,24,46,178,28,54,262,gop
1988,November,24,46,179,28,54,262,gop
1988,December,24,46,179,28,54,262,gop
1989,January,23,46,178,29,55,264,gop
1989,February,23,46,178,29,55,264,gop
1989,March,23,46,178,29,55,264,gop
1989,April,23,46,178,29,55,264,gop
1989,May,23,46,178,29,55,264,gop
1989,June,23,46,178,29,55,262,gop
1989,July,23,46,178,29,55,261,gop
1989,August,23,46,178,29,55,261,gop
1989,September,23,46,178,29,55,261,gop
1989,October,23,46,178,29,55,261,gop
1989,November,23,46,178,29,55,261,gop
1989,December,23,46,178,29,55,261,gop
1990,January,22,46,176,30,55,258,gop
1990,February,22,46,176,30,55,258,gop
1990,March,22,46,176,30,55,258,gop
1990,April,22,46,176,30,55,258,gop
1990,May,22,46,176,30,55,257,gop
1990,June,22,46,176,30,56,257,gop
1990,July,22,46,176,30,56,257,gop
1990,August,22,46,176,30,56,257,gop
1990,September,22,46,176,30,56,257,gop
1990,October,22,46,176,30,56,258,gop
1990,November,22,46,176,30,56,259,gop
1990,December,22,46,176,30,56,259,gop
1991,January,20,45,168,29,57,269,gop
1991,February,20,45,168,29,57,269,gop
1991,March,21,45,166,28,57,269,gop
1991,April,21,45,166,28,57,269,gop
1991,May,21,45,166,28,57,268,gop
1991,June,21,45,166,28,57,268,gop
1991,July,21,45,166,28,57,268,gop
1991,August,21,45,166,29,57,268,gop
1991,September,21,45,166,29,57,268,gop
1991,October,21,45,166,29,57,268,gop
1991,November,21,45,167,29,57,269,gop
1991,December,21,45,167,29,57,269,gop
1992,January,20,43,166,27,58,268,gop
1992,February,20,43,166,27,58,268,gop
1992,March,20,43,166,28,58,268,gop
1992,April,20,43,166,28,58,268,gop
1992,May,20,43,166,28,58,268,gop
1992,June,20,43,166,28,58,268,gop
1992,July,20,43,166,28,58,268,gop
1992,August,20,43,166,28,58,268,gop
1992,September,20,43,166,28,58,268,gop
1992,October,20,43,166,28,59,268,gop
1992,November,20,43,166,28,60,270,gop
1992,December,20,43,166,28,60,270,gop
1993,January,18,46,175,30,57,255,dem
1993,February,18,46,175,30,57,255,dem
1993,March,18,46,175,30,57,255,dem
1993,April,18,46,175,30,57,256,dem
1993,May,17,46,177,31,57,257,dem
1993,June,17,46,178,31,57,258,dem
1993,July,17,46,178,31,57,258,dem
1993,August,17,46,178,31,57,258,dem
1993,September,17,46,178,31,57,258,dem
1993,October,17,46,178,31,57,258,dem
1993,November,17,46,178,31,57,258,dem
1993,December,17,46,178,31,57,258,dem
1994,January,19,48,178,28,54,257,dem
1994,February,19,48,178,28,54,257,dem
1994,March,19,48,178,28,54,257,dem
1994,April,19,48,178,28,54,256,dem
1994,May,19,48,178,28,54,256,dem
1994,June,19,48,178,28,54,256,dem
1994,July,19,48,178,28,54,256,dem
1994,August,19,48,178,28,54,256,dem
1994,September,19,48,178,28,54,256,dem
1994,October,19,48,178,28,54,256,dem
1994,November,19,48,178,28,54,256,dem
1994,December,19,48,178,28,54,256,dem
1995,January,30,54,235,20,46,199,dem
1995,February,30,54,235,20,46,199,dem
1995,March,30,54,235,20,46,199,dem
1995,April,30,54,235,20,46,199,dem
1995,May,30,54,235,20,46,199,dem
1995,June,30,54,235,20,46,199,dem
1995,July,30,54,235,20,46,199,dem
1995,August,30,54,235,20,46,199,dem
1995,September,30,54,235,20,46,199,dem
1995,October,30,54,235,20,46,199,dem
1995,November,30,54,235,20,46,199,dem
1995,December,30,54,235,20,46,199,dem
1996,January,31,54,236,19,47,196,dem
1996,February,31,54,236,19,47,196,dem
1996,March,31,54,236,19,47,195,dem
1996,April,31,54,236,19,47,196,dem
1996,May,31,54,236,19,47,197,dem
1996,June,31,54,236,19,47,198,dem
1996,July,32,54,235,19,47,198,dem
1996,August,32,54,235,19,47,198,dem
1996,September,32,54,235,19,47,198,dem
1996,October,32,54,235,19,47,198,dem
1996,November,32,55,235,19,47,198,dem
1996,December,32,55,235,19,47,198,dem
1997,January,32,55,227,18,45,207,dem
1997,February,32,55,227,18,45,207,dem
1997,March,32,55,227,18,45,207,dem
1997,April,32,55,227,18,45,207,dem
1997,May,32,55,228,18,45,207,dem
1997,June,32,55,228,18,45,207,dem
1997,July,32,55,228,18,45,207,dem
1997,August,33,55,228,18,45,207,dem
1997,September,34,55,228,18,45,207,dem
1997,October,34,55,228,18,45,207,dem
1997,November,34,55,229,18,45,207,dem
1997,December,34,55,229,18,45,207,dem
1998,January,32,55,227,18,45,203,dem
1998,February,32,55,227,18,45,203,dem
1998,March,32,55,227,18,45,204,dem
1998,April,32,55,227,18,45,205,dem
1998,May,32,55,227,18,45,205,dem
1998,June,32,55,227,18,45,206,dem
1998,July,32,55,228,18,45,206,dem
1998,August,32,55,228,18,45,206,dem
1998,September,32,55,228,18,45,206,dem
1998,October,32,55,228,18,45,206,dem
1998,November,32,55,228,18,45,206,dem
1998,December,32,55,228,18,45,206,dem
1999,January,31,55,223,17,45,210,dem
1999,February,31,55,223,17,45,210,dem
1999,March,31,55,222,17,45,210,dem
1999,April,31,55,222,17,45,210,dem
1999,May,31,55,222,17,45,210,dem
1999,June,31,55,223,17,45,210,dem
1999,July,31,55,223,17,45,210,dem
1999,August,31,55,223,17,45,210,dem
1999,September,31,55,223,17,45,210,dem
1999,October,31,55,223,17,45,210,dem
1999,November,31,56,223,17,45,211,dem
1999,December,31,56,223,17,45,211,dem
2000,January,30,55,223,18,45,210,dem
2000,February,30,55,223,18,45,210,dem
2000,March,30,55,223,18,45,210,dem
2000,April,30,55,223,18,45,210,dem
2000,May,30,55,223,18,45,210,dem
2000,June,30,55,223,18,45,210,dem
2000,July,30,55,223,18,45,210,dem
2000,August,30,55,223,18,46,210,dem
2000,September,30,55,223,18,46,210,dem
2000,October,30,55,223,18,46,210,dem
2000,November,30,55,223,19,46,210,dem
2000,December,30,55,223,19,46,210,dem
2001,January,29,49,220,19,50,211,gop
2001,February,29,49,220,19,50,211,gop
2001,March,29,49,220,19,50,211,gop
2001,April,29,49,220,19,50,210,gop
2001,May,29,49,220,19,50,210,gop
2001,June,29,49,221,19,50,210,gop
2001,July,29,49,222,19,50,210,gop
2001,August,29,49,222,19,50,210,gop
2001,September,29,49,222,19,50,210,gop
2001,October,30,49,222,19,50,210,gop
2001,November,30,49,223,19,50,211,gop
2001,December,30,49,223,19,50,211,gop
2002,January,27,50,221,21,50,211,gop
2002,February,27,50,221,21,50,211,gop
2002,March,27,50,222,21,50,211,gop
2002,April,27,50,222,21,50,211,gop
2002,May,27,50,222,21,50,211,gop
2002,June,27,50,222,21,50,211,gop
2002,July,27,50,222,21,50,211,gop
2002,August,27,50,222,21,50,211,gop
2002,September,27,50,222,21,50,211,gop
2002,October,27,50,222,21,50,211,gop
2002,November,27,50,222,21,50,211,gop
2002,December,27,50,222,21,50,211,gop
2003,January,26,51,231,24,48,203,gop
2003,February,26,51,231,24,48,203,gop
2003,March,26,51,231,24,48,203,gop
2003,April,26,51,231,24,48,203,gop
2003,May,26,51,231,24,48,203,gop
2003,June,26,51,231,24,48,203,gop
2003,July,26,51,231,24,48,203,gop
2003,August,26,51,231,24,48,203,gop
2003,September,26,51,231,25,48,203,gop
2003,October,26,51,231,25,48,203,gop
2003,November,27,51,231,25,48,203,gop
2003,December,27,51,231,25,48,203,gop
2004,January,28,51,229,22,48,203,gop
2004,February,28,51,229,22,48,203,gop
2004,March,28,51,229,22,48,204,gop
2004,April,28,51,229,22,48,204,gop
2004,May,28,51,229,22,48,204,gop
2004,June,28,51,229,22,48,204,gop
2004,July,29,51,229,22,48,204,gop
2004,August,29,51,229,22,48,205,gop
2004,September,29,51,229,22,48,205,gop
2004,October,29,51,229,22,48,205,gop
2004,November,29,51,229,23,48,205,gop
